Unnamed: 0,name_x,summary,date,platform,score,url,userscore,ID,developer,publisher,popular_tags,game_details,genre,appid
211,A Hat in Time,"A Hat in Time is a 3D collect-a-thon platformer featuring a little girl with a lot of heart! Travel the universe with Hat Kid as you rival the evil Mustache Girl in order to save the world! Unlock new platforming abilities, more combat moves and spice up your attacks with badges attached to your hat!",2017-10-05,PC,79,/game/pc/a-hat-in-time,8.7,ahatintime,Gears for Breakfast,"Gears for Breakfast,Gears for Breakfast","Cute,3D Platformer,Great Soundtrack,Female Protagonist,Indie,Adventure,Platformer,Funny,Exploration,Colorful,Third Person,Singleplayer,Open World,Comedy,Moddable,Family Friendly,Co-op,Kickstarter,Action,Atmospheric","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor","Adventure,Indie",253230
212,Hell Let Loose,"Hell Let Loose is a realistic World War Two first person shooter with open battles of 100 players with infantry, tanks, artillery, a dynamically shifting front line and a unique resource based strategic meta-game. This is World War Two at a scale you’ve never played before.",2021-07-27,PC,79,/game/pc/hell-let-loose,6.9,hellletloose,Black Matter Pty Ltd,"Team17 Digital Ltd,Team17 Digital Ltd","Early Access,World War II,FPS,Action,Multiplayer,Simulation,Early Access,Strategy,Violent,Gore,Realistic,Indie,Shooter,Tanks,Historical,Massively Multiplayer,Military,War,Colorful,Casual",Online Multi-Player,"Action,Indie,Simulation,Strategy,Early Access",686810
213,Tom Clancy's The Division,"A devastating pandemic sweeps through New York City, and one by one, basic services are failing. In only days, without food or water, society collapses into chaos. The Division, a classified unit of self-supported tactical agents, is activated. Leading seemingly ordinary lives among us, The Division agents are trained to operate independently of command, as all else fails. 

Fighting to prevent the fall of society, the agents will find themselves caught up in an epic conspiracy, forced to combat not only the effects of a manmade virus, but also the rising threat of those behind it. When everything collapses, your mission begins.",2016-03-08,PC,79,/game/pc/tom-clancys-the-division,6.0,tomclancysthedivision,Massive Entertainment,"Ubisoft,Ubisoft","Open World,Multiplayer,Third-Person Shooter,Action,Shooter,Co-op,RPG,Online Co-Op,Post-apocalyptic,Survival,Massively Multiplayer,Tactical,Third Person,MMORPG,Singleplayer,Adventure,Atmospheric,FPS,Stealth,Sandbox","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases","Action,Adventure,RPG",365590
214,Wizard of Legend,Wizard of Legend is a fast paced 2D dungeon crawler where you assume the role of a powerful wizard on his quest for fame and glory! Combine powerful spells and quick reflexes to become a Wizard of Legend!,2018-05-15,PC,79,/game/pc/wizard-of-legend,7.8,wizardoflegend,Contingent99,"Contingent99,Contingent99","Rogue-like,Pixel Graphics,Action,Dungeon Crawler,Adventure,Magic,Local Co-Op,Indie,Rogue-lite,Multiplayer,Hack and Slash,Difficult,2D,Local Multiplayer,Co-op,Procedural Generation,Singleplayer,RPG,Fast-Paced,Great Soundtrack","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",445980
215,Homeworld: Deserts of Kharak,A ground-based RTS prequel to the classic Homeworld games. Assemble your fleet and lead them to victory on the shifting sands of Kharak in this strategy game for PC from Blackbird Interactive.,2016-01-20,PC,79,/game/pc/homeworld-deserts-of-kharak,8.0,homeworlddesertsofkharak,Blackbird Interactive,"Gearbox Publishing,Gearbox Publishing","Strategy,RTS,Sci-fi,Multiplayer,Story Rich,Great Soundtrack,Space,Female Protagonist,Atmospheric,Singleplayer,Action,Futuristic,Co-op,Real-Time,Adventure,First-Person,Horror,Tactical","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",Strategy,281610
216,Don't Starve,"Assume the role of Wilson, an intrepid Gentleman Scientist who has been trapped by a demon and transported to a mysterious wilderness world. Wilson must learn to utilize his environment and its inhabitants if he ever hopes to escape and find his way back home. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Collect resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land.",2013-04-23,PC,79,/game/pc/dont-starve,8.3,dontstarve,Klei Entertainment,"Klei Entertainment,Klei Entertainment","Survival,Crafting,Indie,Adventure,Sandbox,Singleplayer,Perma Death,Open World,Exploration,Rogue-like,Multiplayer,Replay Value,Moddable,Difficult,Simulation,2D,Top-Down,Survival Horror,Horror,Action","Single-player,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Adventure,Indie,Simulation",219740
217,Heat Signature,"Heat Signature is a game about randomised space ships that you can sneak aboard. These ships have a randomly generated interior of connected rooms and corridors, and crew that patrol those rooms.",2017-09-21,PC,79,/game/pc/heat-signature,7.1,heatsignature,Suspicious Developments,"Suspicious Developments,Suspicious Developments","Space,Indie,Stealth,Rogue-like,Action,Top-Down,Strategy,Sci-fi,Procedural Generation,Singleplayer,Real-Time with Pause,Rogue-lite,Adventure,2D,Top-Down Shooter,Perma Death,Tactical,Open World,Bullet Time,Great Soundtrack","Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie,Strategy",268130
218,Chivalry: Medieval Warfare,CHIVALRY: Medieval Warfare is a first-person medieval combat game that seeks to deliver the intensity of epic hollywood medieval block busters to the hands of a gamer. CHIVALRY hurls the player into a fictional yet realistic medieval world where the Agathian Knights are battling against the newly formed Mason Order for control of the lands of Agatha.,2012-10-16,PC,79,/game/pc/chivalry-medieval-warfare,7.7,chivalrymedievalwarfare,Torn Banner Studios,"Torn Banner Studios,Torn Banner Studios","Medieval,Multiplayer,Action,Gore,First-Person,Swordplay,Violent,PvP,Third Person,Indie,Competitive,Team-Based,Hack and Slash,FPS,Historical,Class-Based,Co-op,Atmospheric,Simulation,Difficult","Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Includes level editor","Action,Indie",219640
219,Tom Clancy's Rainbow Six Siege,"Tom Clancy’s Rainbow Six Siege is inspired by real world counter-terrorist organizations, and inserts players in the middle of lethal close-quarters engagements. For the first time in a Tom Clancy’s Rainbow Six game, players can choose from a variety of unique Counter Terrorist Operators and engage in tangible sieges, a new style of assault in which enemies have the means to transform their environments into modern strongholds while Rainbow Six teams lead the assault to breach the enemy’s position.",2015-12-01,PC,79,/game/pc/tom-clancys-rainbow-six-siege,7.0,tomclancysrainbowsixsiege,Ubisoft Montreal,"Ubisoft,Ubisoft","FPS,Multiplayer,Tactical,Shooter,Team-Based,Action,First-Person,Co-op,Competitive,Strategy,Realistic,Online Co-Op,Destruction,Physics,Atmospheric,Psychological Horror,Massively Multiplayer,Singleplayer,Simulation,Casual","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support",Action,359550
220,iRacing,iRacing is a subscription-based racing simulator for the PC.,2008-08-26,PC,79,/game/pc/iracing,6.6,iracing,"iRacing.com Motorsport Simulations,iRacing","iRacing.com Motorsport Simulations,iRacing,iRacing.com Motorsport Simulations,iRacing","Racing,Simulation,Sports,Massively Multiplayer,Realistic,Multiplayer,Driving,VR,First-Person,Singleplayer","Single-player,Multi-player,MMO,Partial Controller Support","Massively Multiplayer,Racing,Simulation,Sports",266410
221,BattleTech,"Assume command of your own mercenary outfit of 'Mechs and the MechWarriors that pilot them, struggling to stay afloat as you find yourself drawn into a brutal interstellar civil war.",2018-04-24,PC,78,/game/pc/battletech,7.0,battletech,Harebrained Schemes,"Paradox Interactive,Paradox Interactive","Mechs,Strategy,Turn-Based,Turn-Based Tactics,Sci-fi,Turn-Based Strategy,Tactical,Singleplayer,Robots,RPG,Action,Multiplayer,Futuristic,Character Customization,Management,Adventure,Space,Story Rich,Great Soundtrack,Difficult","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,Adventure,Strategy",637090
222,Baldur's Gate: Enhanced Edition,"Baldur's Gate: Enhanced Edition includes the entire Baldur's Gate adventure, the Tales of the Sword Coast expansion pack, and some never before seen content as well.",2012-11-28,PC,78,/game/pc/baldurs-gate-enhanced-edition,6.8,baldursgateenhancededition,Beamdog,"Beamdog,Beamdog","RPG,Fantasy,Classic,Isometric,Dungeons & Dragons,Party-Based RPG,Real-Time with Pause,Singleplayer,Strategy,CRPG,Story Rich,Co-op,Character Customization,Adventure,Multiplayer,Masterpiece,Online Co-Op,Remake,Magic,Atmospheric","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","RPG,Strategy",228280
223,Fallout 4 VR,"Fallout 4, the legendary post-apocalyptic adventure from Bethesda Game Studios and winner of more than 200 'Best Of' awards, including the DICE and BAFTA Game of the Year, finally comes in its entirety to VR. Fallout 4 VR includes the complete core game with all-new combat, crafting, and building systems fully reimagined for virtual reality. The freedom of exploring the wasteland comes alive like never before. As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.",2017-12-11,PC,78,/game/pc/fallout-4-vr,5.0,fallout4vr,Bethesda Game Studios,"Bethesda Softworks,Bethesda Softworks","VR,Open World,Post-apocalyptic,RPG,Singleplayer,Shooter,Violent,Survival,Action,FPS,First-Person,Atmospheric,Adventure,Gore,Base Building,Great Soundtrack,Character Customization,Stealth,Multiplayer,Funny","Single-player,SteamVR Collectibles",RPG,611660
224,Stellaris,"Featuring deep strategic gameplay, an enormous selection of alien races and emergent storytelling, Stellaris has a deeply challenging system that rewards interstellar exploration as you traverse, discover, interact and learn more about the multitude of species you will encounter during your travels. Etch your name across the cosmos by uncovering remote celestial outposts,and entire civilizations. Will you expand through war or walk the path of diplomacy to achieve your goals?",2016-05-09,PC,78,/game/pc/stellaris,8.0,stellaris,Paradox Development Studio,"Paradox Interactive,Paradox Interactive","Space,Strategy,Grand Strategy,Sci-fi,4X,Real-Time with Pause,Exploration,Multiplayer,RTS,Singleplayer,Replay Value,Great Soundtrack,Simulation,Moddable,Sandbox,Atmospheric,Open World,Story Rich,Building,Adventure","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Simulation,Strategy",281990
225,Dragon Ball: Xenoverse 2,"DRAGON BALL XENOVERSE 2 builds upon the DRAGON BALL XENOVERSE with enhanced graphics that will further immerse players into the largest and most detailed Dragon Ball world ever developed.

DRAGON BALL XENOVERSE 2 delivers a new hub city and the most character customization choices to date among a multitude of new features and special upgrades.

*    Relive the Dragon Ball story by time traveling and protecting historic moments in the Dragon Ball universe
*    Brand new hub city more than 7X the size of the original game with 300 players online at the same time
*    Next-gen visuals bring the Dragon Ball anime experience to life
*    New characters and boss fights
*    More in depth character creation system and battle adjustments
*    Free updates and post launch support for more than a year",2016-10-27,PC,78,/game/pc/dragon-ball-xenoverse-2,6.9,dragonballxenoverse2,"QLOC,DIMPS","BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment","Anime,Fighting,Action,Character Customization,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,Beat 'em up,MMORPG,Great Soundtrack,Dragons,Casual,Moddable","Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Massively Multiplayer",454650
226,Rocksmith,"Featuring gameplay that automatically adjusts to the player's skill level and innovative game design that makes reading music visually fun and intuitive, Rocksmith engages experienced musicians and those who are picking up a guitar for the first time. The game includes a sizeable library of music from classic rock bands to current artists, such as The Animals, The Black Keys, David Bowie, Interpol, Nirvana and The Rolling Stones.",2012-10-16,PC,78,/game/pc/rocksmith,8.1,rocksmith,Ubisoft - San Francisco,"Ubisoft,Ubisoft","Music,Simulation,Education,Casual,Rhythm,Singleplayer","Single-player,Shared/Split Screen,In-App Purchases","Casual,Simulation",-1
227,Insurgency: Sandstorm,"Insurgency: Sandstorm is a team-based, tactical FPS based on lethal close quarters combat and objective-oriented multiplayer gameplay. Experience the intensity of modern combat where skill is rewarded, and teamwork wins the fight.",2018-12-12,PC,78,/game/pc/insurgency-sandstorm,8.0,insurgencysandstorm,New World Interactive,"Focus Home Interactive,Focus Home Interactive","FPS,Realistic,Shooter,Multiplayer,Military,Tactical,First-Person,Online Co-Op,Action,War,Co-op,Violent,Gore,Atmospheric,Difficult,Open World,Massively Multiplayer,Simulation,Indie,Choices Matter","Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats",Action,581320
228,"Warhammer 40,000: Mechanicus","Take control of one of the most technologically advanced armies in the Imperium - The Adeptus Mechanicus. As Magos Dominus Faustinius, you'll lead the expedition on the newly rediscovered planet of Silva Tenebris. Manage resources, discover long-forgotten tech, plan tactical operations using the Noosphere technology and control your Tech-Priests every move.

Your every decision will shape the missions ahead and ultimately decide the fate of the troops under your command. However, choose your path carefully - the Imperium depends on it.

* Augment
Flesh is weak! Upgrade your Tech-Priests limbs with mechanical augments made from the blessed metals of the Omnissiah. Customize your team with hundreds of possibilities, creating a squad to suit your playstyle.

* Difficult Decisions
Make tough decisions that will forge the future from your Ark Mechanicus, The Caestus Metalican, and send you towards alternate endings for a truly unique playthrough.

* Experience the Noosphere
Use the Adeptus Mechanicus' evolved human cognition to scan unexplored tombs for valuable data in order to gain a tactical advantage over your enemy.

* The Library
A compelling story written by Black Library author, Ben Counter, specifically crafted to fit the unique personality of the Adeptus Mechanicus faction.",2018-11-15,PC,78,/game/pc/warhammer-40000-mechanicus,8.1,warhammer40000mechanicus,Bulwark Studios,"Kasedo Games,Kasedo Games","Warhammer 40K,Strategy,Turn-Based Tactics,Turn-Based,Turn-Based Combat,Games Workshop,Sci-fi,Great Soundtrack,Indie,Tactical,Co-op","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy,673880
229,Ace Combat 7: Skies Unknown,"Strap yourself into the cockpit of some of the worlds most formidable fighter planes and skim through the clouds embarking on daring aerial stunts and nerve-shredding tactical dogfights.

In Ace Combat 7, you take on the role of an Ace  an elite fighter pilot tasked with patrolling the most open and intimidating space on Earth: the sky. Choose from an array of authentic modern and futurist aircraft and load them up with an arsenal of cutting-edge super weapons as unfolding events drive you into ever more dangerous aerial face-offs.

PlayStation VR support will allow you to actually climb inside the cockpit with a series of exclusive features that create a new level of death-defying immersion.",2019-01-31,PC,78,/game/pc/ace-combat-7-skies-unknown,7.1,acecombat7skiesunknown,BANDAI NAMCO Studios,"BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment","Flight,Action,Great Soundtrack,Story Rich,Arcade,Singleplayer,Multiplayer,Military,Jet,Simulation,War,Shooter,Controller,First-Person,Sci-fi,Silent Protagonist,VR,Anime,Strategy,Third Person","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Simulation",502500
230,Sairento VR,"Sairento VR is a mission-driven, VR action role-playing game set in a reimagined Japan in the near future. In Sairento, you play as a member of the Silent Ones - a righteous but covert organization of seemingly ordinary people who practice the long forsaken code and martial arts of the ancient samurais and ninjas. You are tasked with uncovering the sinister secret behind other members of the Silent Ones turning into crazed nano-infected shells of their former self and in the process, fight your way through multitudes of your past comrades.",2018-01-19,PC,78,/game/pc/sairento-vr,7.6,sairentovr,"Mixed Realms Pte Ltd,Swag Soft Holdings Pte Ltd","Mixed Realms Pte Ltd,Mixed Realms Pte Ltd","VR,Action,Indie,Female Protagonist,RPG,Cyberpunk,Strategy,Gore,Violent,Bullet Time,Early Access,Horror,Arcade,First-Person,FPS,Robots,Futuristic,Zombies,Action-Adventure,Superhero","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Cloud","Action,Indie,RPG,Strategy",555880
231,Puzzle Pirates,"Yohoho! Puzzle Pirates is an online game in which you play a Pirate character in an ocean world. Hundreds of your fellow player Pirates swarm these Isles and Sea-lanes. For Pirates who love acronyms, Puzzle Pirates is an massively multi-player online roleplaying game, or mmoarrrrpg. Pirates can wander around on land and sail the thirty-seven seas with their crew. When your Pirate sails, or swordfights, or navigates, the appropriate Puzzle game is launched. Good Puzzling thereby brings victories and accrues great fortunes to you and your fellow Pirates. Thus Yohoho! brings you Puzzling fun in a social Piratical setting, where every Puzzle game contributes to the greater story of your Pirate, her Crew, and the Ocean world. [Three Rings]",2003-12-08,PC,78,/game/pc/puzzle-pirates,8.5,puzzlepirates,"Grey Havens, LLC","Grey Havens, LLC,Grey Havens, LLC","Free to Play,Massively Multiplayer,Puzzle,Pirates,Casual,Adventure,Strategy,Multiplayer,Co-op,2D,RPG","Single-player,Multi-player,MMO,Co-op,Steam Achievements","Adventure,Casual,Free to Play,Massively Multiplayer,Strategy",99910
232,Sniper Elite 4,"Welcome to Italy, 1943.

Set in the aftermath of its award-winning predecessor, Sniper Elite 4 continues the series World War Two heritage by transporting players across the beautiful Italian peninsula, from sun-drenched Mediterranean coastal towns, to colossal Nazi mega structures, daunting forests and giddying mountain monasteries inspired by Monte Cassino.

Covert agent and elite marksman Karl Fairburne must fight alongside the brave men and women of the Italian Resistance to help free their country from the yoke of Fascism, and defeat a terrifying new threat with the potential to halt the Allied fightback in Europe before its even begun.

If his mission fails, there will be no Operation Overlord, no D-Day landings, and no Victory in Europe.",2017-02-14,PC,78,/game/pc/sniper-elite-4,7.7,sniperelite4,Rebellion,"Rebellion,Rebellion","Sniper,Shooter,World War II,Stealth,Multiplayer,Action,Co-op,War,Open World,Singleplayer,Third-Person Shooter,Adventure,Third Person,FPS,Gore,Tactical,Strategy,Violent,Atmospheric,Nudity","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure",312660
233,Running with Rifles,"RUNNING WITH RIFLES is a top-down tactical shooter with open-world RPG elements. In RWR, you join the ranks of an army as a common soldier, just like the thousands around you. To your superiors, you're nothing but cannon fodder... The open world approach lets you define your own path and story in the campaign. Push back the enemy with your comrades or go deep behind enemy lines to sabotage their efforts and loot valuable items.",2012-06-13,PC,78,/game/pc/running-with-rifles,7.3,runningwithrifles,Osumia Games,"Osumia Games,Osumia Games","Action,Tactical,Shooter,Top-Down,Multiplayer,Co-op,War,Open World,Military,Indie,Strategy,Singleplayer,Sandbox,RPG,RTS,Simulation,Massively Multiplayer,Survival,Isometric,Adventure","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,Indie",270150
234,Call of Duty: Modern Warfare 3,"Call of Duty: Modern Warfare 3 is a direct sequel to the previous game in the series, Call of Duty: Modern Warfare 2, with a campaign storyline continuing the struggle of U.S. forces against an invasion by the Russian Federation following the framing of an undercover U.S. agent in a terrorist attack on Moscow. Together with classic Call of Duty multi-character control, Modern Warfare 3 contains deep multiplayer support, including two-player Co-op Survival mode. The game also contains all-new Kill Streak categories and customizable strike packages that offer more options for player combat styles and strategies.",2011-11-08,PC,78,/game/pc/call-of-duty-modern-warfare-3,3.0,callofdutymodernwarfare3,"Infinity Ward,Sledgehammer Games,Aspyr (Mac)","Activision,Aspyr (Mac),Activision,Aspyr (Mac)","Action,FPS,Multiplayer,Shooter,First-Person,War,Singleplayer,Online Co-Op,Military,Co-op,Casual,Story Rich,Survival,Linear,Controller,Point & Click,Adventure,Masterpiece,Zombies,Family Friendly","Single-player,Multi-player,Co-op,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled",Action,42699
235,Baldur's Gate II: Enhanced Edition,"You have been kidnapped, imprisoned, and tortured. The wizard Irenicus holds you captive in his stronghold, attempting to strip you of the powers that are your birthright. Can you resist the evil within you, forge a legend of heroic proportions, and ultimately destroy the dark essence that haunts your dreams?",2013-11-15,PC,78,/game/pc/baldurs-gate-ii-enhanced-edition,7.5,baldursgateiienhancededition,Beamdog,"Beamdog,Beamdog","RPG,Classic,Fantasy,Isometric,Party-Based RPG,Dungeons & Dragons,Real-Time with Pause,Strategy,Story Rich,Masterpiece,CRPG,Singleplayer,Adventure,Old School,Character Customization,Magic,Atmospheric,Multiplayer,Remake,Romance","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","RPG,Strategy",257350
236,Tropico 6,"In times of political turmoil and social unrest, the people are calling out for a visionary leader, one who will steer the fate of their country with foresight and ingenuity. Will you answer that call?",2019-03-29,PC,78,/game/pc/tropico-6,6.5,tropico6,Limbic Entertainment,"Kalypso Media,Kalypso Media","City Builder,Strategy,Economy,Simulation,Management,Sandbox,Politics,Multiplayer,Building,Political,Singleplayer,Casual,Open World,Choices Matter,Multiple Endings,Story Rich,Rogue-like,Destruction,Memes,Funny","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Simulation,Strategy",492720
237,Wargame: Red Dragon,"The Wargame series returns to duty, larger, richer and more spectacular than ever before. In Wargame Red Dragon, you are engaged in a large-scale conflict where Western forces clash against the Communist bloc.",2014-04-17,PC,78,/game/pc/wargame-red-dragon,7.9,wargamereddragon,Eugen Systems,"Focus Home Interactive,Focus Home Interactive","Strategy,RTS,Military,Realistic,Wargame,Cold War,Multiplayer,Tactical,Real Time Tactics,War,Naval,Simulation,Alternate History,Action,Masterpiece,Singleplayer,Real-Time,Difficult,Co-op,Adventure","Single-player,Multi-player,Steam Trading Cards,Steam Cloud",Strategy,251060
238,Forager,"The highly popular and quirky idle game that you want to actively keep playing. Explore, craft, gather & manage resources, find secrets and build your base out of nothing. Buy land to explore and expand!",2019-04-18,PC,78,/game/pc/forager,7.5,forager,HopFrog,"Humble Bundle,Humble Bundle","Survival,Crafting,Pixel Graphics,Indie,Adventure,2D,Sandbox,Singleplayer,Base Building,Building,Resource Management,Open World,Exploration,Casual,RPG,Agriculture,Clicker,Action,Simulation,Multiplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,Simulation",751780
239,Mount & Blade: Warband,"The first expansion pack for Mount & Blade introduces an array of brand-new features, highlighted by a multiplayer capability that allows up to 64 players to participate.",2010-03-30,PC,78,/game/pc/mount-blade-warband,8.8,mountbladewarband,TaleWorlds Entertainment,"TaleWorlds Entertainment,TaleWorlds Entertainment","Medieval,RPG,Open World,Strategy,Sandbox,Action,Multiplayer,Moddable,Military,Adventure,Horses,Realistic,Singleplayer,First-Person,Historical,Third Person,Hack and Slash,Simulation,Fantasy,Indie","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,RPG",48700
240,Far Cry 5,"Welcome to Hope County, Montana. This idyllic location is home to a community of freedom-loving people - and a fanatical doomsday cult known by many as The Project at Eden's Gate. Led by the charismatic prophet Joseph Seed and his devoted siblings, Eden's Gate has been surreptitiously infiltrating all aspects of daily life. When your arrival incites the cult to violently assume control of the region, you have to rise up ans spark the fires of resistance to liberate the besieged community. Freely explore Hope Couny's rivers, lands and skies with the largest customisable weapon and vehicle roster ever in a Far Cry game. You are the hero of the story in a world that hits back with every strike, and where the places you discover and the locals you team up with will shape your story in ways you will never anticipate. [Ubisoft]",2018-03-27,PC,78,/game/pc/far-cry-5,6.5,farcry5,"Ubisoft Montreal,Red Storm,Ubisoft Shanghai,Ubisoft Toronto,Ubisoft Kiev","Ubisoft,Ubisoft","Open World,FPS,Action,Co-op,Multiplayer,Shooter,Adventure,First-Person,Singleplayer,America,Survival,Story Rich,Stealth,Hunting,Exploration,Atmospheric,Character Customization,Great Soundtrack,Sexual Content,Nudity","Single-player,Multi-player,Co-op,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support,Includes level editor","Action,Adventure",552520
241,Star Trek: Bridge Crew,"Developed specifically for VR, Star Trek: Bridge Crew is the only game to offer a true-to-life level of immersion in the Star Trek universe, where- as officers of the Federation- every action and decision you make together will determine the fate of your ship and crew.",2017-05-30,PC,78,/game/pc/star-trek-bridge-crew,7.6,startrekbridgecrew,Ubisoft,"Ubisoft,Ubisoft","Simulation,VR,RPG,Sci-fi,Casual,Space,Multiplayer,Co-op","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Trading Cards,Partial Controller Support","Casual,RPG,Simulation",527100
242,Eastshade,"You are a traveling painter, exploring the island of Eastshade. Capture the world on canvas using your artist’s easel. Talk to the inhabitants to learn about their lives. Make friends and help those in need. Visit cities, scale summits, unearth mysteries, and discover forgotten places.",2019-02-13,PC,78,/game/pc/eastshade,8.0,eastshade,Eastshade Studios,"Eastshade Studios,Eastshade Studios","Exploration,Relaxing,Atmospheric,Open World,Beautiful,Adventure,First-Person,Singleplayer,Walking Simulator,Colorful,Indie,Casual,Interactive Fiction,Nature,RPG","Single-player,Steam Achievements,Full controller support","Adventure,Indie",715560
243,Puyo Puyo Tetris,"Two puzzle game juggernauts collide as Tetris, one of the largest-selling and recognized brands in gaming history, and Puyo Puyo from SEGA have combined to create a fun-to-play, fast-paced, competitive party game like no other! The game has tons of different styles of gameplay  from the single-player Adventure and Challenge modes to the ferocious competition of the up-to-four player Arcade modes. There's plenty of Tetris/Puyo variety, even an in-game Shop where players can unlock new characters, new skins for Puyos and Tetriminos, new backgrounds and more.

Features:

*    Adventure  Single-player mode offers ten unique acts, each with ten stages featuring different characters from the Puyo Puyo and Tetris universes. Each stage contains unique challenges players will need to overcome in order to win and move on!
*    Multiplayer Arcade  For up to four local players, Multiplayer Arcade offers a wealth of variety that will bring out players' competitive nature!
*    Online  Players can try their puzzle skills on a global scale by playing any of the multiplayer modes with up to four players online, in Puzzle League or Free Play modes.
*    Solo Arcade  Play any of the Multiplayer Arcade modes against the CPU in Battle or Endurance matches, or try the single-player Challenges!",2018-02-27,PC,78,/game/pc/puyo-puyo-tetris,6.0,puyopuyotetris,"Sonic Team,Bitbaboon","SEGA,SEGA","Puzzle,Competitive,Casual,Multiplayer,Cute,Anime,Action,Colorful,Local Multiplayer,Great Soundtrack,Arcade,4 Player Local,Female Protagonist,2D,Classic,Funny,Fighting,Horror,Difficult","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Casual",546050
244,Vacation Simulator,"Welcome to the Vacation Simulator: a rough approximation of VACATION inspired by real human NOT JOBBING, brought to you by the same robots behind the Job Simulator. Reallocate your bandwidth and get ready to splash, s’more, snowball, and selfie your way to optimal relaxation.",2019-04-09,PC,77,/game/pc/vacation-simulator,6.1,vacationsimulator,Owlchemy Labs,"Owlchemy Labs,Owlchemy Labs","Simulation,VR,Action,Adventure,Funny,Casual,Family Friendly,Colorful,Cute,First-Person","Single-player,Steam Achievements","Action,Adventure,Simulation",726830
245,Mafia II,"Featuring a deep mobster-driven narrative packed with both behind-the-wheel and on-foot action, Mafia 2 is the sequel fans have been clamoring for. Like the original Mafia title, Mafia 2 immerses players in the mob underworld of a fictitious late 1940's-early 1950's scenario. Players easily become engaged in the game's cinematic Hollywood movie experience with strong, believable characters in a living, breathing city. [2K Games]",2010-08-23,PC,77,/game/pc/mafia-ii,8.3,mafiaii,"2K Czech,Feral Interactive (Mac)","2K,Feral Interactive (Mac),2K,Feral Interactive (Mac)","Action,Open World,Crime,Story Rich,Atmospheric,Singleplayer,Third Person,Third-Person Shooter,Shooter,Great Soundtrack,Adventure,Driving,America,Masterpiece,Classic,Music,Nudity,Multiplayer,Sandbox,3D Vision","Single-player,Steam Achievements,Partial Controller Support",Action,50409
